source_train_row,example_hash,gold_label_ids,gold_labels,gold_cardinality,rater_count,unclear_count,neutral_votes,max_emotion_votes,same_rater_coselection_count,aggregation_only,derived_labels_match
5795,76a13d917fe3ce7574b1d76cfa7b2c55c7275dc1292c644ed5d8757bd3db523f,0|27,admiration|neutral,2,5,0,2,2,0,True,True
5799,028d7fc5698f350061e6e5c705ffe798fcf4e2ce355ed185faaa75ba5db9b8bc,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
5836,4640033487539a29af715c00b3be839ff1035d10fccb0627ae64a2a5a1f0e5c6,20|27,optimism|neutral,2,5,0,2,2,0,True,True
5870,040233232fcd5c4e27eadd8c65995dfbf93b5b502e3635cc47729be7a903cb80,25|27,sadness|neutral,2,5,0,2,2,0,True,True
5895,e0b2d8d3bd187521885e04b8aa61d39f8fa91f1c227960f86796c31336e00c1f,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
5923,6ecd06a6bd8a878ce22a0ce2e9ac9409c16a20772db4c480d189625293ffb5cf,4|27,approval|neutral,2,5,0,2,2,0,True,True
5927,9364d4301ef4b85376e3eae5f4e53b22d1c57d99161e581bd0872833df509b91,6|27,confusion|neutral,2,5,0,2,3,0,True,True
5950,02769b073fe9d18f23d2a7d6ed22c918710c1a874002e316c56968cdaadaedf4,9|27,disappointment|neutral,2,5,0,2,2,0,True,True
5954,75bf45347b096e815ac50dc1fd347c28c70f89e84f8e81501f0d84c12415f0ff,4|27,approval|neutral,2,5,0,2,2,0,True,True
5962,a107ef582fe21275e460a394f60f08adc9b6e6885347d87119176058a089c052,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
5967,31c1c0711900fa1fe33a0514fe98d2bf33e129f88b5f1f39fd8a0e585eee2e7e,4|27,approval|neutral,2,5,0,2,3,0,True,True
5974,2cefb2ab1e2cf42ac4e82691cc7d5ab0453129c173ecad428be1d5befca84d64,10|27,disapproval|neutral,2,5,0,2,3,0,True,True
6010,1bff3c10057245fc917f37fbdb98fe2bcff1accdea463ecec520445965622ee2,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
6029,6dd37130a246f5a62bcc4cf0060e9c904ca860ff5c6a187eed4ca1528bc757d2,19|27,nervousness|neutral,2,5,0,2,2,0,True,True
6047,e4cacfb242467d912030b6db8dbbb0700895d3a1237f00569be9ddc159623f5a,9|27,disappointment|neutral,2,5,0,2,2,0,True,True
6056,1f7049730398b356e27cce0be4c149413872305d7f891d78e83903d6f497dbee,7|27,curiosity|neutral,2,5,0,2,2,0,True,True
6096,19df67dd7988aae09050e48c1476d155125a5ec3dd8d764539cb87bb58afbf47,22|27,realization|neutral,2,5,0,2,3,0,True,True
6111,8c2e2a23e343b9743a9c86a2ee2b6a61d767fca52f81357fcb8d8ebb29df68a5,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
6122,47dcd785d3737dc4439f0d56bc2359f67681a5ef35958fcd4967b279aa7fadad,5|27,caring|neutral,2,5,0,2,2,0,True,True
6143,65ff086d53680632cbf6161add1765f533af6902e8ca47a534a526486a9ad800,11|27,disgust|neutral,2,5,0,2,2,0,True,True
6169,cd52fe72483d5f55117d249c505ae8f69fd55c35012e0dc5955e822ec86d4795,4|27,approval|neutral,2,5,0,2,2,0,True,True
6199,03aade5bab76a558b8ca99327fd25b7280ba8dfbe37525524900bbf355edc2e2,22|27,realization|neutral,2,5,0,2,2,0,True,True
6298,d651b6b9bbe4fcd2e193201dd7458aff57911882a7635f799c426a5a5d7fe488,5|27,caring|neutral,2,5,0,2,2,0,True,True
6320,7c900e1e15b0d44baf3cb863e1d25fa4d1aa7a99957343d5ee97735c8066769b,25|27,sadness|neutral,2,5,0,2,3,0,True,True
6339,d498c1592d562e7f6d79ed1008b4c7e6ccdfff30abe2fe6ffc8602263b220d00,17|27,joy|neutral,2,5,0,2,2,0,True,True
6376,068fb837b6bfaaa0d75f24a9fb989a47853267d23f606b6764573d99cbc7ad8a,0|27,admiration|neutral,2,5,0,2,2,0,True,True
6388,298018670fda58cf2c9124887393fbe6223cce532054e6e9425115b6bb012a94,5|27,caring|neutral,2,5,0,2,2,0,True,True
6396,fdaa50a2211d192aa5a34a62931c1c8a33062e8d2d730c6e586908692b49b418,5|27,caring|neutral,2,5,0,3,2,0,True,True
6419,d158445883a0e9149560fa81e0b05d02f0b8e83807d2269bbd895cd32db1c940,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
6431,89e0c1040805e0a9d540e90bb3ebf19145da07f4d40823ab65ed49fb6d56cc48,17|27,joy|neutral,2,5,0,2,2,0,True,True
6434,565b32a8edd062b301fe2ec9b588e16ea5664d423782a470e7f816cec4b8f3f0,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
6447,6398d84d4987cb4499565783174aa5d3afddbde5e8c437e04a43b6c8962c1c6e,0|6|27,admiration|confusion|neutral,3,5,0,2,2,0,True,True
6481,f404198daa9e48ac6bffcf3e2fbd9df6df500037d0e768b3e4981891a3fc299c,17|27,joy|neutral,2,5,0,2,2,0,True,True
6486,615dba2041a3a244b3963c76a8d87d1a42069837efdf10f37ab8d28cb84a7637,4|27,approval|neutral,2,5,0,2,2,0,True,True
6512,793ac23b24227c97bceb7d72a49fe3251ca0ee55fe0da78bd98c9f7633872365,0|27,admiration|neutral,2,5,0,2,2,0,True,True
6637,280bc92da09af9e3a713457467e1be7be12e7180f80e97da661428ac7a71d91e,7|27,curiosity|neutral,2,5,0,2,2,0,True,True
6659,a04f6c97d30be8fa250a069e035cf7e2fe86134478283c6291d29206409133a3,3|27,annoyance|neutral,2,4,0,2,2,0,True,True
6666,f04f8d24970946b706b8e08da09b7af9dc1700ab12e172a6bf3fbaa0e3bf1365,4|27,approval|neutral,2,5,0,2,2,0,True,True
6675,878f050b6490cd5ed59d39604a0e0d8335d6d5f2f08c93f665f1eee47be54cff,6|27,confusion|neutral,2,5,0,2,2,0,True,True
6686,7bfdd7ee0261acae834dd7eae35ab159d952025bad08fb19faf4d13b8688cd70,1|27,amusement|neutral,2,5,0,2,2,0,True,True
6736,0573e81086cc4dca57f46d947be0eff50de6ed9bde4f300db5e8cbd5e76a8b29,5|27,caring|neutral,2,5,1,2,2,0,True,True
6737,ddceb30596fc2dfa1cefffabc97f9c7ea34cb4a46721dcd77c3dce9f6192f78a,2|27,anger|neutral,2,5,0,2,2,0,True,True
6763,aa4a26a8db934f77c4137e2d53bc551360980e7ba96c8eaffad3611922c6a0d4,9|27,disappointment|neutral,2,5,0,2,2,0,True,True
6768,b001a049791585226542f8c657bf1d91c2eba62369e3eecdacd3c5bea59fbe4f,20|27,optimism|neutral,2,5,0,3,2,0,True,True
6775,9c000990599a7a8e7001b74b2f533064eb9db364dbba5e4c96bca0f8433c02f5,18|27,love|neutral,2,5,0,2,2,0,True,True
6791,e665217e9c7971f077db93bbdaede959f515742de01ee55421cbb48b96a69058,13|27,excitement|neutral,2,5,1,2,2,0,True,True
6803,24d5c2c68450a8496c5adfe8b12544a9a54fa78aef7acfa1fcb38de1a1b312cd,18|27,love|neutral,2,5,0,2,2,0,True,True
6812,bb6cd9062d675d15bbfe251d2dc9a3978342d9e8a3d1863a5786a5a245a585ae,5|27,caring|neutral,2,5,0,2,2,0,True,True
6874,09f1c1b7ed0a85c7bd97a04bc2a5645add0c6f36413e8b2f404d25ceacb6f2e1,11|27,disgust|neutral,2,5,0,2,2,0,True,True
6878,c874bfd5303b5e4b25622c67048496dd33f484194b22e2cbcb74efca0272d084,9|27,disappointment|neutral,2,5,0,3,2,0,True,True
6905,5c9a6760ffcdcceb5290fcc5524fd781f63683e810833ce75d9455841afa488c,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
6912,1ed42c6c62663d94a3fbbdd096e563d21235d4f3ef2bbbc9d6dd3d10d3ed64fb,9|27,disappointment|neutral,2,5,0,2,2,0,True,True
6920,fc64c97243af4c6fd634b928f389145545b4efdda9ba147825948334cc9e5c46,6|27,confusion|neutral,2,5,0,2,3,0,True,True
6962,e566f83846d211ce7412c9925135af60e8f8e30205160d6f5a0f977f95decae8,8|27,desire|neutral,2,5,0,2,2,0,True,True
6965,b34aecc5482db74b399d577d90095d6adb17d4e652671247048b1b5a42291ec6,4|27,approval|neutral,2,5,0,2,2,0,True,True
6993,5d9741b45d21f253b8b784ac877035eefc64efa05e03f40ceb9756701f32b313,4|27,approval|neutral,2,5,1,2,2,0,True,True
7024,6f6af85086132693c241a4f59afd67474980ac5ee4acb02655e5e7d26bfee069,0|27,admiration|neutral,2,5,0,2,3,0,True,True
7062,a73d36a2715ff6a5a7565ff5c1a985ff03ab6c4263e770f431d64209a49ffd05,4|27,approval|neutral,2,5,0,2,2,0,True,True
7066,23238f0f8c8b56d099945ee03d74ea12568fffbd25d1f98dc0e7fa4689e0b321,0|27,admiration|neutral,2,5,0,2,2,0,True,True
7124,ffff2dcc5ef748c59d67f51dcf05a0d4c39b0702685919f31254a0336140966c,4|9|25|27,approval|disappointment|sadness|neutral,4,5,0,2,2,0,True,True
7137,f6173ca09de1b33e25d5ac43085f600cc329faab55c944d7444cc3bb05c000ec,25|27,sadness|neutral,2,5,0,2,2,0,True,True
7142,a54916d54e8488c04a02597e3618966385678649e5872b11dd6d5db04e8e4347,9|27,disappointment|neutral,2,5,0,2,2,0,True,True
7147,bbee24919c4a404156e9bf0b32c95ae0cc611bb749053bb3f792e9468d9c1511,26|27,surprise|neutral,2,5,0,2,2,0,True,True
7184,bce9489b4d948e01d8d5ed39ca6ab0bda46d2db4d92db29f7a23d0b0c33e7dd1,9|27,disappointment|neutral,2,5,0,2,2,0,True,True
7206,c8a512679823b42bb1c3d8a59f20e76d50f00a2e8ce3f0f17e6aff708bb41ad4,5|27,caring|neutral,2,5,0,2,2,0,True,True
7264,9751cb1d27679d248a0b9f7d866c4df07a26c7bc009ac494f1d708bfb876e802,1|27,amusement|neutral,2,5,0,2,2,0,True,True
7271,9f2a86f936266cc5f024c6d6228529a09f6becd511c118a6f34bdaeffc70f25f,20|27,optimism|neutral,2,5,0,3,2,0,True,True
7298,acb121502d79292b7c5ac6788993149cb5c911c24d077ac6b0a53377cedfce7d,4|27,approval|neutral,2,5,1,2,2,0,True,True
7340,4a8a9bd8b43436df097c82a53c115622cdebfc62fa1deaf82854cdd21e1874db,26|27,surprise|neutral,2,4,0,2,2,0,True,True
7357,b931e0df2f50cb4a8e6e66a776717841c4de69315507631b80112495cbbfad94,6|7|27,confusion|curiosity|neutral,3,5,0,2,2,0,True,True
7377,e8cbd6466462e092cc8426663319b0a2fd9a78a534b4a0b50a4b84252f04b4df,6|7|27,confusion|curiosity|neutral,3,5,0,2,2,0,True,True
7397,089abd506bc43dee254cb144b7fe13dd42e01b59091f8119c99cab7e9b03e597,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
7462,16e6177dc179702962e71e5238638983e68cb1080d5f59cde58398d89b4d389a,2|27,anger|neutral,2,5,0,2,2,0,True,True
7533,77e242da9d85db9725fb60679d088a6da5262fcefb2480f5367732093ff349c8,18|27,love|neutral,2,5,0,3,2,0,True,True
7630,2aa8a6efc22c6a059d918bad84a76c40686de421c146fea28b9949181569adae,26|27,surprise|neutral,2,5,0,2,2,0,True,True
7662,fae309a8e9e22abb03668d3f06ab708830a6d2c19ec9d3b7c13aae473906f24a,0|27,admiration|neutral,2,5,0,2,2,0,True,True
7672,83780f6bb5ec6be550f04132d58036adbcd15bb5bdf008096bf4bb8ddd90c35f,9|27,disappointment|neutral,2,5,0,2,2,0,True,True
7745,0e20b19af34faaabec8b6530b4c77ada3d9cc5fb50da8f5b0b639ed036f0d08e,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
7755,e9e6490eff51ed5c48daa4f223c9cc2c06dcd62ece65f80b37a4b7b0b44972e3,19|27,nervousness|neutral,2,5,0,2,2,0,True,True
7814,a9ddbae00756af006466a08c46f9716ef14832b7a673ef4dec537b25a9d3608d,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
7849,bfc3fb65659aecd520babbc9e8a1c2e6f2553be765706303fac28097668ce848,25|27,sadness|neutral,2,5,0,3,2,0,True,True
7864,66bed6f8465f5b839010002f254e577256b2079f972e2b1cca3be6980fe7f608,4|27,approval|neutral,2,5,0,2,3,0,True,True
7869,a1552ffac88f81ce6ecf4636afd6e24b3cc10a4a9811f931cc1064ef8c6ccf55,4|27,approval|neutral,2,5,0,2,2,0,True,True
7896,aecaef1b170e5a1f1407c30cebfd865271a223faf9fbfb5a4817c8b1a7255b46,7|27,curiosity|neutral,2,5,0,2,2,0,True,True
7982,15c9de21a775fc3e123cfcb6b7f392788b458b5bb78b69d27294e4994e80b411,7|27,curiosity|neutral,2,5,0,2,2,0,True,True
8085,b029f90de52cb4fdadcfc6d43d77ca9926ce4b715f752b1c73ad95a775e57a0e,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
8126,80b7c5b1e3bb01b107479f2f22c1ea301fbe44e358d52b259aba9dcaea7513c2,22|27,realization|neutral,2,5,0,2,2,0,True,True
8199,1ca8b4b326b1b8aecf870fbdbeee50fcaea0086b02b9cd3577b7736c76c9882b,10|27,disapproval|neutral,2,4,0,2,2,0,True,True
8229,b43b300e664d85d51b21f346b033024d71098039bdb74cf06e923f659a9543b3,6|27,confusion|neutral,2,5,0,2,2,0,True,True
8241,ffe88f09aa3fe7641ae5fcb3a385aededaa6df61a79068b0f02ff32d32a919e1,0|27,admiration|neutral,2,5,0,2,2,0,True,True
8254,89a9af04a735179d13d3e1430183a966999882195554fb4cbef0abce0da8fa13,5|27,caring|neutral,2,5,0,2,2,0,True,True
8290,7a602632427cca607959a22b6339a7caa4ccf8fc173a9b625b872836e9356a08,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
8292,7aa18b1a4c34668df0921954c3a7b8719ceb6715b5900427441ae54424c7df30,26|27,surprise|neutral,2,5,0,2,2,0,True,True
8302,a66e04f07ad33c81792139ac33d218617ec42941290ce139164629397d867892,17|27,joy|neutral,2,5,0,2,2,0,True,True
8310,e25ebaa455858fd56620a13eeb7d6364d444f95c625f027d107225225fe2a4db,10|27,disapproval|neutral,2,5,0,2,3,0,True,True
8320,27189ef9e02a89d54424363deea240b12185f7757913873f2dc4d28944c17f07,4|22|27,approval|realization|neutral,3,5,0,2,2,0,True,True
8327,eaeb8c03c81e6d228085376b4ef9d978a61c1efa86b383a1f8d95459f2210ae3,1|27,amusement|neutral,2,5,0,2,2,0,True,True
8465,da3cd17e958cf1075897e42b69ea5c364754939c60a95673361db12ba6434b0a,4|27,approval|neutral,2,5,0,2,2,0,True,True
8497,2c7c137f993140b49f1cacb6620998fe514de76c2d1f00991ae1f4302b5ac0c3,4|27,approval|neutral,2,5,0,2,2,0,True,True
8498,b679773610ca4e8817b70c11fe2c44a924837c5abc54f7ae4d882650cf73330d,5|27,caring|neutral,2,5,0,2,2,0,True,True
8506,a8a8526a301cdaa642020b9414efbc00e4e48177db881799448509f53f8b1b52,0|27,admiration|neutral,2,5,0,3,2,0,True,True
8540,0310cd2afad93f184fa9372083e0d12b22a1a3d0898af60495841e5be061302c,10|27,disapproval|neutral,2,5,0,3,2,0,True,True
8568,adc448172cff765c8da68ec23fc893bf809c37a512928df1b1c8235603c448ca,11|27,disgust|neutral,2,5,0,2,2,0,True,True
8687,0137aa2bd7035030b31261b7abf7cd9c561c3a44f745de0101713f2c95798897,17|27,joy|neutral,2,4,0,2,2,0,True,True
8754,aea892dbcfc4949fbe4c0f0dc23d83a1b7df23dc5441f15713656c4816344088,6|27,confusion|neutral,2,5,0,2,2,0,True,True
8809,a175734efecf7e3ad57cdb2d94207f1d3b12be4e932a6cf5bdfa01c83f20e3a9,4|27,approval|neutral,2,5,0,2,2,0,True,True
8839,21bcf75433ee300f9ec5916070c3ba07ae24edc3c46d6d2fc989cfc1e8f9d9b6,5|27,caring|neutral,2,5,0,2,2,0,True,True
8852,d3092617f182ea27c1b7c8316c0834b7fbd168ebc2c5fc4a7635052bfc65c3b5,1|27,amusement|neutral,2,5,0,2,2,0,True,True
8890,78148d51899862125faa7973ba28fa6cede7e5380326b9ffa264101cdb5a405e,6|27,confusion|neutral,2,5,0,2,2,0,True,True
8895,9c591f7d0c1be1be4c240ff859d61e0a6c22990b03c2e26e799c1c0aaac0461c,6|27,confusion|neutral,2,4,0,2,2,0,True,True
8956,e555b74405f2941bb846ea9aa7c9d7e65c37659ce4e7c150dc7e86f942c08a48,14|27,fear|neutral,2,5,0,2,2,0,True,True
8975,a6b23033010222e7944e466da064204299c679b47fa4670ad4bc670e1cbd8151,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
9002,258ca88e4eae585524301a4dd7353aee0dee7231502e15aa07084c77af875923,25|27,sadness|neutral,2,5,0,2,2,0,True,True
9012,ca9ab32b5e5e79db3969e1c4cec9b4de66a36769959320fdbd0db80c55f0bad0,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
9015,e01ccb5a76f311b9db3bf0fb68a50f88e78a1fed1d24fa666fcf1fcdb60b2112,4|27,approval|neutral,2,5,0,2,2,0,True,True
9016,4dfca0a233daea0eb9e6a203b0fb9a834b11b2ad89c62d57a9034ee23a7d55e8,13|27,excitement|neutral,2,5,0,2,2,0,True,True
9046,0ee933bfe251ddeaa3dd541aee6a35e49f5eac65728a40dbd36f53fb82d86861,9|27,disappointment|neutral,2,5,0,2,3,0,True,True
9073,d164d8752ad2df53160e92d1b4a98f07926f5a18aa43b7dafcf2bfe975353d32,25|27,sadness|neutral,2,5,0,2,2,0,True,True
9077,3e3a9b0566badd99f88a75c9fb52df81f2352282d054edbf171d811afdce0487,25|27,sadness|neutral,2,5,0,2,2,0,True,True
9173,e2539243c012047f45d82f21bdf03e1438059fdbc745c43d9dd9d7a1fcd8cf76,5|27,caring|neutral,2,5,0,2,2,0,True,True
9184,78e7370f645ae90c14732a980fa628ad4a82ab826623d22a50e2496e40246815,9|27,disappointment|neutral,2,5,0,2,2,0,True,True
9199,c4f4a66515d7ae521fa80548d39394a3a1220c61c3b9d609eeae50f8f673f4d7,6|27,confusion|neutral,2,5,0,3,2,0,True,True
9216,3e7991c24ea8f9e3f51a0c08c2b8ef477d1d74f6d37994443be382c765822844,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
9257,c77f7e28b78cc8be35f0f10c173cbb6acffafb90a5ff5814331e8231b723c59c,18|27,love|neutral,2,5,0,2,2,0,True,True
9267,72bec595a1544417ea6b5862d111b5f5dd0583e1604b711b1d09fa9028e52bdb,6|27,confusion|neutral,2,5,0,2,2,0,True,True
9288,16a5a391e157436d48eaac217623db255d379212fcb9ebdc2648c84607e1d199,4|27,approval|neutral,2,5,0,3,2,0,True,True
9290,ba777afe87c10b1268925ea1f93d8b0c2e04cc928bf687136597f7cdb160dd11,4|27,approval|neutral,2,5,0,2,2,0,True,True
9308,121fa97bf79336942b9857d0b78e3e6b3e3127cc794763b2412322a20d9616a7,3|27,annoyance|neutral,2,5,0,3,2,0,True,True
9312,4581ae538736efbb3e05bb2a319173d3eadd496d36acbf7ac1892ea1b4737d41,22|27,realization|neutral,2,5,0,2,2,0,True,True
9344,f7de153b509ee6e79c95ead211cf323c669c8af4c305edb59138c7fd55ed20c3,22|27,realization|neutral,2,5,0,3,2,0,True,True
9356,888a51b6b5ba3ff8e208fd3c2fc591bef32f0941c7c829c00bce9e8d3235e13b,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
9357,909ad402d7eb58da2b428fbe29a8850fe795d984b0e25e3f3f5ca830d80c0de3,8|27,desire|neutral,2,5,0,2,2,0,True,True
9366,d0881fe5593375167d46ffa6934ec5365b7423b6be9ee6d48b3ef06866b650f0,1|27,amusement|neutral,2,5,0,2,2,0,True,True
9391,ee9401366ab667abae50dfbbbe0b39b21150bfd9de1c3354958992c65bef4144,22|27,realization|neutral,2,5,0,2,2,0,True,True
9407,cdff886fbdc3dd0ddfe34c90eeefbc9074231c18b5c30caddd47718d99966203,15|27,gratitude|neutral,2,5,0,2,2,0,True,True
9411,f89ea870c30452e573a9f2532e086fda20c4969c843d0042f24791edd69b9086,20|27,optimism|neutral,2,5,0,2,2,0,True,True
9589,6c4d5f86d07f46ca1bc28f80d512e5f63deec80968f8e905d9d81f9c5af6c89b,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
9597,49e83f8f99b66e6fcbdc4388eb161250ce4780f6da2a4e5debb4b5a26cc3c730,17|27,joy|neutral,2,5,0,3,2,0,True,True
9689,5c767e63523d0964458155b4b07b00bf9527d1f65779419f5d9c052c2589cadb,12|27,embarrassment|neutral,2,5,0,2,2,0,True,True
9736,f81848af6ae2a4fabb4355a2916d235c3f7b44619ebafdb32269d6bad05f6b74,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
9753,5ec00769215c3d40017636fc46dcc5c9ceb96b9ed2cbd2808371f357cabf13d8,4|27,approval|neutral,2,5,0,2,2,0,True,True
9760,a2bc17ecf2e699c1c014c15810a2a26f42d5b9a2cf863b3685eebae641957ab7,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
9783,30a034c1bb21b7f80b26c62323554401e7047cde146d0c049ff1c67a10fa81f9,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
9856,742d56a4264b350af49b6e374036d8377a242e2cfd7699fdbc214a4eeee7b813,6|27,confusion|neutral,2,5,0,3,2,0,True,True
9871,fa125bcb164cbd48e8353fe383de590362a5a3a418b629783f2bd95bd2f6a1c4,4|27,approval|neutral,2,5,0,2,3,0,True,True
10006,a5510ee8fdd9294e7b381459c4ab7d134f6a8ca49b2656523c8ef845f40ee769,10|27,disapproval|neutral,2,5,0,3,2,0,True,True
10025,ea9d6872cf42dfcda53556fed3f0c9461ea8a6b21a87b5dc4669a5fce14300c3,0|27,admiration|neutral,2,5,0,2,3,0,True,True
10049,05d875e76b476ccf6caf4284e84ddad5c383024ca6ec339e573dee5e99fb6c31,17|27,joy|neutral,2,5,1,2,2,0,True,True
10098,1c9a314e043dc8dd8d699780422011a1ad811ce5ec21c63b561884bed6f0ee3a,23|27,relief|neutral,2,5,0,2,2,0,True,True
10103,d8fe20a3ff99f574a48fe2c8d5913ba9f0b9be552cd0070b4821a65560f8e04e,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
10191,e4a7807472430d1e441a46cf75d635ed17f41af62bc695a6062ca0fdc11520b4,6|27,confusion|neutral,2,5,0,2,2,0,True,True
10212,5423cca654f5a665e9984a4d86d3d79473de1403f8249bd0830577ca0b45c45c,4|27,approval|neutral,2,5,0,3,2,0,True,True
10271,c76eb2685646c26a3804a0cd3135483bae7d9d7865278722c39ee94c5e337885,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
10274,b5ab40843674ef592d4ee5f0a556a12935d77371202d9ff94704336116346512,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
10308,1a6980f3b803485e59049259fd00e5e4168b6d2db5f15fc187f378ba9341b04b,6|27,confusion|neutral,2,5,0,2,2,0,True,True
10327,47d795e74f2648145d9ebba78f022a7b721a4d1b947b42edbbf062674371de63,6|27,confusion|neutral,2,5,0,2,2,0,True,True
10336,90cf853fec44ae466fb51db5550b62d61f89264041bdea012e0b22512df9552b,4|27,approval|neutral,2,5,0,3,2,0,True,True
10401,e61fbc7ffbfee1f5fd9ccf60b0219050e123a80f03bbe466c461759034ca6bcb,17|27,joy|neutral,2,5,0,2,2,0,True,True
10455,3b2a9d115e40ecd374629ac61396134d04f2d01cc35dda05d2833e25e80b2a1f,5|27,caring|neutral,2,5,0,2,2,0,True,True
10512,4b03d0d8258f11fbf424b4033c6da92fb4ebb71f337d9885677e4ac22cade2ce,5|20|27,caring|optimism|neutral,3,5,0,2,2,0,True,True
10602,d1ad51465284ac4490e439b82c31b0db75bcdf781e17d6eab5b4ae0eec25e7de,4|27,approval|neutral,2,5,0,2,2,0,True,True
10605,4a4a642b04c32ac03f7d366b8f0c97d50b894de4384e3737fd020e626bfedc71,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
10626,b478ca2e7823cfcd93b6fabb6549a963eec843e034d8ff84cc2a210a6f550f43,6|27,confusion|neutral,2,5,0,3,2,0,True,True
10683,58a731ec071b3933968aac95851cd02937b5445bf96af6fd5ff5f71e8221f82c,2|27,anger|neutral,2,5,0,3,2,0,True,True
10736,df89ac0e3c387251ba05c0c4d226f251f37e83333bbcc92530147fd51fe1e821,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
10747,48cdb3e43d6e290aa4f0d8130fd81a6ddca4686110ebaf06b30a0119116ce34f,2|27,anger|neutral,2,5,0,2,2,0,True,True
10776,b7129d49f5503423ce4384c82ab9202f736eb5f86593ea2e9c6a58ea40426b3a,4|27,approval|neutral,2,5,0,2,2,0,True,True
10781,67e47543082923cda273dc50bb48c8cb84fcbb2a9fcef13af73c126f4eff2088,7|27,curiosity|neutral,2,5,0,2,2,0,True,True
10807,5cc7b36fa73362412a8f4d823d619689af4f2774856541379fce56f73a09e76e,4|27,approval|neutral,2,5,0,2,3,0,True,True
10862,ba8ffcd5582383a9e9b15c109bfa7fe075eb1f953bd3eb9e1d35291b1de09b8d,20|27,optimism|neutral,2,5,0,2,2,0,True,True
10928,e81b0190c8781aef766549931c6802822b99317c3b69f5d6ef07da948c886f94,9|27,disappointment|neutral,2,5,0,3,2,0,True,True
10935,f2f0e81e24c31739fcb3864dcc56c852548912d18de484f14568a9e247fbb428,1|27,amusement|neutral,2,5,0,2,3,0,True,True
10942,bcebd318f1e5370102455d89f7ebd4ee2471596c92a1c849a32cec5547f474c8,7|27,curiosity|neutral,2,5,0,2,2,0,True,True
10980,06bf19cfd7d90080b04e1f47f6623fa5ae16cb21579dac9d5139932eab9b94bb,26|27,surprise|neutral,2,5,0,2,2,0,True,True
10991,34461d0808fba57928af240f69613c7da96752d11e824b95aaca0971f6b1b4bc,26|27,surprise|neutral,2,5,0,2,2,0,True,True
11061,928f6fdeedc52aaffa284b5a7bf0eb04fb7e4d0c98ecc3466769d191c4b0bdf5,7|27,curiosity|neutral,2,5,0,2,2,0,True,True
11086,b3f0562773e1e73d3300d278fc5b6c478a1ab8c2e5f20f4a6c7fadf6dc6bbd17,4|27,approval|neutral,2,5,0,2,2,0,True,True
11161,443149472d543e8239bffdfd92b49f336b71225ee8baddbc67112549b0ffb9be,2|27,anger|neutral,2,5,0,3,2,0,True,True
11201,b2c12f6389989bcc1dc638eaa3fe5757dd89f81117bb27283baf8befd65338bf,7|27,curiosity|neutral,2,5,0,2,3,0,True,True
11243,75998f5d5ef5826522f61037115c5580718c77d346132fb41676db0a79d124ef,7|27,curiosity|neutral,2,5,0,2,2,0,True,True
11269,19e30e027f941443da8825c5f95f3fdbcf869cbd4810592da15486a7cfd401a5,2|27,anger|neutral,2,5,0,2,2,0,True,True
11408,8dd35b43d5c3d0b8b71718af2c6296be4a4a8490d4af032fbade38d6aca202a4,7|27,curiosity|neutral,2,5,1,2,2,0,True,True
11432,b8dbaab669d0f64688417dbc7db3ebc0ffa2bea753b7a819277cee0bae8d61f0,6|7|27,confusion|curiosity|neutral,3,5,0,2,2,0,True,True
11440,1a9ee2c7834ddf6f44560154140f7ac0409f3199d439a9461d90f75dd1e424c4,4|27,approval|neutral,2,5,0,2,2,0,True,True
11460,cb0ca5628494270a2709af6acacbbc0f7931dd09f7987d72227182ace1452051,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
11489,4824c269639cdb8d68d5406c62fc0da068f03e0fb23a4f216952a07223cd8749,20|27,optimism|neutral,2,5,0,2,2,0,True,True
11494,252701a55fc77f064536217a1dd1d2a1cf33cda0dd90670d0e8825dc48512662,26|27,surprise|neutral,2,5,0,2,2,0,True,True
11498,3bb2dc92bc74b5ed8bf6c3d50841a1359303cf5c11cbc57f332a5c80874c2577,4|27,approval|neutral,2,5,0,2,2,0,True,True
